OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
1685,S017821,Hanwell Road,1105,1135,,,4,Major Arterial,50 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017811A,No,City,1973,Through Street,,499.1172,,Regional,Year Round,No,Yes,1,,,1105,1135,Y,124.779309842236
1687,S017823,Hanwell Road,1165,1165,1160,1160,2,Major Arterial,50 Km\hr,Not a Truck Route,Hanwell,No Restrictions,Chemin,S017811B,No,City,1973,Through Street,,170.6512,,Regional,Year Round,No,Yes,1,,,1160,1160,Y,85.3255992893922
1688,S017825,Hanwell Road,,,,,2,Major Arterial,50 Km\hr,Not a Truck Route,Hanwell,No Restrictions,Chemin,S017811C,No,City,1973,Through Street,,11.70123,,Regional,Year Round,No,Yes,1,,,,,Y,5.85061701969728
1689,S0178129,Hanwell Road,1215,1365,1250,1484,2,Major Arterial,50 Km\hr,Not a Truck Route,Hanwell,No Restrictions,Chemin,S017812D,No,City,1973,Through Street,,1144.116,,Regional,Year Round,No,Yes,1,1250,1484,1215,1365,Y,572.058017024306
1690,Route8,Route 8,,,,,2,Freeway,50 Km\hr,Not a Truck Route,Route 8,No Restrictions,,Route8,Yes - East,DOT,1973,Through Street,,2882.981,,By Pass,,No,,,,,,,Y,911.698359352859
1691,S030501A,Parkside Drive,5,15,16,16,2,Residential,50 Km\hr,Not a Truck Route,Parkside,Local,Promenade,S030501A,No,City,1973,Through Street,,91.39042,,,,,,2,16,16,5,15,Y,45.6952083251985
1692,S024501B,Priestman Street,131,273,300,300,2,Minor Collector,50 Km\hr,Not a Truck Route,Priestman,Local,Rue,S024501B,No,City,1973,Through Street,,642.7656,,,,No,Yes,2,131,273,300,300,Y,321.382813013199
1693,S034501A,Priestman Street,121,121,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Priestman,Local,Rue,S034501A,No,City,1973,Through Street,,102.875,,,,No,Yes,2,121,121,,,Y,51.4375187106001
1694,S027022A,Smythe Street,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Smythe,60% - City Bylaw,Rue,S027022A,No,City,1973,Through Street,,51.02314,,,,No,Yes,1,,,,,Y,25.5115713552179
1695,S027022B,Smythe Street,,,1040,1040,2,Minor Arterial,50 Km\hr,Not a Truck Route,Smythe,60% - City Bylaw,Rue,S027022B,No,City,1973,Through Street,,70.70097,,,,No,Yes,1,1040,1040,,,Y,35.3504838815922
1696,S027024A,Smythe Street,1071,1091,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Smythe,60% - City Bylaw,Rue,S027024A,No,City,1973,Through Street,,134.535,,,,No,Yes,1,,,1071,1091,Y,67.2675275970878
1697,S027024B,Smythe Street,1097,1187,1110,1190,2,Minor Arterial,50 Km\hr,Not a Truck Route,Smythe,60% - City Bylaw,Rue,S027024B,No,City,1973,Through Street,,563.1478,,,,No,Yes,1,1110,1190,1097,1187,Y,281.573897938049
1698,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,No Restrictions,,Turnlane,No,DOT,1973,Through Street,,115.7534,,,,,,,,,,,,123.084467983224
1699,OnRamp,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,No Restrictions,,OnRamp,No,DOT,1973,Through Street,,37.90083,,By Pass,,,,,,,,,,37.8725682209403
1700,S017822,Hanwell Road,1165,1165,,,4,Major Arterial,50 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017811A,No,City,1973,Through Street,,463.2132,,Regional,Year Round,No,Yes,1,,,1165,1165,Y,115.803306607147
1701,S030801,Foley Court,31,81,22,78,2,Residential,50 Km\hr,Not a Truck Route,Foley,Local,Cour,S030801,No,City,1973,Cul-de-sac,,551.0601,,,,Yes,,,22,78,31,81,Y,275.484160708745
1702,S030004A,Woodstock Road,301,359,304,386,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,80% - DOT,Chemin,S030004A,No,City,1973,Through Street,,482.4455,,Designated,Year Round,No,Yes,1,304,386,301,359,Y,241.217974203281
1703,S029901,Woodfield Crescent,11,55,10,26,2,Residential,50 Km\hr,Not a Truck Route,Woodfield,Local,Croissant,S029901,No,City,1956,Through Street,,651.483,,,,Yes,,,10,26,11,55,Y,325.649582145926
1704,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1998,Through Street,,103.3923,,,,,,,,,,,,103.346012322231
1705,S024802C,Prospect Street,,,,,2,Major Arterial,90 Km\hr,Designated Truck Route,Prospect,No Restrictions,Rue,S024802C,No,DOT,1973,Through Street,,345.4068,,Designated,,No,Yes,,,,,,Y,172.696194359388
1706,S025171,Regent Street,,,,,2,Major Arterial,60 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025121C,No,DOT,1973,Through Street,,288.89,,By Pass,<Null>,No,,,,,,,Y,144.444041744737
1707,S094405,Ring Road,,,,,2,Major Arterial,90 Km\hr,Designated Truck Route,Ring,80% - DOT,Chemin,S094405,No,DOT,1973,Through Street,,4332.44,,By Pass,Winter,No,Yes,,,,,,Y,2166.20482843909
1708,OffRamp,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,80% - DOT,<Null>,OffRamp,No,DOT,1973,Through Street,,443.9237,,By Pass,Winter,,,,,,,,,443.9147294108
1709,minihome,Graystone Court,11,23,10,22,2,Residential,50 Km\hr,Not a Truck Route,Graystone,Local,Cour,minihome,No,Private,1973,Dead End,Outside,111.8077,,,,,,,11,23,10,22,Y,55.9038478427914
1710,S088405A,Royal Road,,,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Royal,Local,Chemin,S088405A,No,City,1973,Through Street,,5.420687,,By Pass,Year Round,No,Yes,1,,,,,,2.71034358056477
1711,S011001,Ayres Street,31,95,22,98,2,Residential,50 Km\hr,Not a Truck Route,Ayres,Local,Rue,S011001,No,City,1972,Through Street,,473.5056,,,,Yes,,,22,98,31,95,Y,236.734500706861
1712,S031502,Flemming Road,75,167,56,152,2,Residential,50 Km\hr,Not a Truck Route,Flemming,Local,Chemin,S031502,No,City,1973,Through Street,,474.3309,,,,No,,2,56,152,75,167,Y,237.159747799997
1713,S031703,Tilley Drive,75,195,70,190,2,Residential,50 Km\hr,Not a Truck Route,Tilley,Local,Promenade,S031703,No,City,1974,Through Street,,597.2209,,,,Yes,,,70,190,75,195,Y,298.57801867439
1714,S033002,Bliss Street,,,50,90,2,Residential,50 Km\hr,Not a Truck Route,Bliss ,Local,Rue,S033003,No,City,1973,Not a through street,,172.1467,,,,Yes,,,50,90,,,Y,86.0733442622151
1715,S033001,Bliss Street,,,10,30,2,Residential,50 Km\hr,Not a Truck Route,Bliss ,Local,Rue,S033001,No,City,1973,Not a through street,,173.4535,,,,Yes,,,10,30,,,Y,86.7267631543312
1716,S031701,Tilley Drive,15,21,,,2,Residential,50 Km\hr,Not a Truck Route,Tilley,Local,Promenade,S031701,No,City,1976,Through Street,,138.8574,,,,Yes,,,,,15,21,Y,69.4164630847951
1717,S022802,McNair Drive,49,79,52,72,2,Residential,50 Km\hr,Not a Truck Route,McNair,Local,Promenade,S022802,No,City,1969,Through Street,,185.1334,,,,Yes,,,52,72,49,79,Y,92.558759775695
1718,S022802,McNair Drive,49,79,52,72,2,Residential,50 Km\hr,Not a Truck Route,McNair,Local,Promenade,S022802,No,City,1969,,,17.40298,,,,Yes,,,49,79,52,72,,8.70116456530324
1719,S022803,McNair Drive,81,101,80,98,2,Residential,50 Km\hr,Not a Truck Route,McNair,Local,Promenade,S022803,No,City,1969,Through Street,,147.5813,,,,Yes,,,80,98,81,101,Y,73.7839463397799
1720,S018302,Hearne Street,77,111,54,118,2,Residential,50 Km\hr,Not a Truck Route,Hearne,Local,Rue,S018302,No,City,1991,Through Street,,418.8482,,,,Yes,,,77,111,54,118,Y,209.415831721154
1721,S031801,Wetmore Road,45,59,40,62,2,Minor Collector,50 Km\hr,Not a Truck Route,Wetmore,Local,Chemin,S031801,No,City,1994,Through Street,,227.5738,,,,No,,2,40,62,45,59,Y,113.76907601981
1722,S033302,Chandler Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Chandler,Local,Promenade,S033302,No,City,1976,Through Street,,232.7917,,,,Yes,,,,,,,Y,116.390975729069
1723,S033201,Doyle Court,9,59,10,60,2,Residential,50 Km\hr,Not a Truck Route,Doyle,No Restrictions,Cour,S033201,No,City,1976,Not a through street,,214.0564,,,,Yes,,,10,60,9,59,Y,107.007026955414
1724,S033002,Bliss Street,,,40,40,2,Residential,50 Km\hr,Not a Truck Route,Bliss ,Local,Rue,S033002,No,City,1973,Not a through street,,33.70126,,,,Yes,,,40,40,,,Y,16.850631868099
1725,S033003,Bliss Street,155,195,110,200,2,Residential,50 Km\hr,Not a Truck Route,Bliss,Local,Rue,S033005,No,City,1976,Dead End,,339.6063,,,,Yes,,,110,200,155,195,Y,169.775526057436
1726,S037002,Pugsley Street,23,125,42,122,2,Residential,50 Km\hr,Not a Truck Route,Pugsley,Local,Rue,S037002,No,City,1986,Through Street,,658.4563,,,,Yes,,,42,122,23,125,Y,329.181616396918
1727,S040301,Stoneybrook Crescent,11,115,22,120,2,Residential,50 Km\hr,Not a Truck Route,Stoneybrook,Local,Croissant,S040301,No,City,1994,Through Street,,722.0937,,,,Yes,,,11,115,22,120,Y,360.982378602464
1728,S099102,Jane Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Jane,Local,Rue,S099102,No,Private,2004,Through Street,,159.3818,,,,,,,28,28,,,Y,79.6908932576376
1729,S099103,Jane Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Jane,Local,Rue,S099103,No,Private,2004,Through Street,,151.3334,,,,,,,38,38,37,37,Y,75.6667027677208
1730,S098501,Dougnorth Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Dougnorth,Local,Rue,S098501,No,Private,2004,Through Street,,334.9684,,,,,,,4,40,3,39,Y,167.484185820263
1731,S098304,Julien Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Julien,Local,Rue,S098304,No,Private,2002,Dead End,,68.16524,,,,,,,,,,,Y,34.0826202050178
1732,S098301,Julien Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Julien,Local,Rue,S098301,No,Private,2002,Dead End,,53.80009,,,,,,,,,,,Y,26.9000464677382
1733,S025151,Regent Street,,,,,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,80% - DOT,Rue,S025117C,No,City,1973,Through Street,,273.6177,,Designated,Year Round,No,Yes,1,,,,,Y,68.4044307850626
1734,~42645,Cullen Lane,31,49,48,180,2,Residential,50 Km\hr,Not a Truck Route,Cullen,Local,Allée,~42645,No,Private,1973,Dead End,,219.5846,,,,,,,48,180,31,49,Y,109.792282172677
1735,Interch,Traffic Circle,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Interch,No,Private,1973,Through Street,,31.10107,,,,,,,,,,,Y,31.1010729884621
1736,Access,,,,,,2,Residential,50 Km\hr,Not a Truck Route,,Local,,Access,No,City,1973,Dead End,,214.1921,,,,Yes,,,,,,,,107.096048719636
1737,S012401B,Brunswick Street,63,65,70,78,2,Major Collector,50 Km\hr,Designated Truck Route,Brunswick,80% - DOT,Rue,S012401B,No,City,1973,Through Street,,159.0425,,Designated,Year Round,No,Yes,1,63,65,70,78,Y,79.5212602709845
1738,S052401,Mavis Court,3,51,4,46,2,Residential,50 Km\hr,Not a Truck Route,Mavis,Local,Cour,S052401,No,City,2006,Cul-de-sac,,325.3205,,,,Yes,,,3,51,4,46,Y,162.660261533578
1739,S099003,Gilridge Drive,,,122,132,2,Residential,50 Km\hr,Not a Truck Route,Gilridge,Local,Promenade,S099003,No,City,2005,Through Street,,154.5408,,,,Yes,,,122,132,,,Y,77.2703748641741
1740,S099002,Gilridge Drive,,,150,160,2,Residential,50 Km\hr,Not a Truck Route,Gilridge,Local,Promenade,S099002,No,City,2005,Through Street,,151.41,,,,Yes,,,150,160,,,Y,75.7049866252092
1741,S099001,Gilridge Drive,,,176,186,2,Residential,50 Km\hr,Not a Truck Route,Gilridge,Local,Promenade,S099001,No,City,2005,Through Street,,154.0956,,,,Yes,,,176,186,,,Y,77.0478016295472
1742,S099201,Cumberland Court,11,23,2,24,2,Residential,50 Km\hr,Not a Truck Route,Cumberland,Local,Cour,S099201,No,City,2005,Cul-de-sac,,175.3725,,,,Yes,,,11,23,2,24,Y,87.6862653457331
1743,S098601,Shayla Court,21,63,12,70,2,Residential,50 Km\hr,Not a Truck Route,Shayla,Local,Cour,S098601,No,City,2006,Cul-de-sac,,410.4358,,,,Yes,,,21,63,12,70,Y,205.217908106748
1744,S025603B,Rookwood Avenue,197,207,206,206,2,Residential,50 Km\hr,Not a Truck Route,Rookwood,Local,Avenue,S025603B,No,City,1966,Through Street,,154.5402,,,,No,,2,206,206,197,207,Y,77.2701186323922
1745,S024903C,Queen Street,359,397,366,398,2,Major Collector,50 Km\hr,Not a Truck Route,Queen,Local,Rue,S024903C,Yes - West,City,1973,Through Street,,166.085,,,,No,Yes,1,359,397,366,398,Y,83.0425078087345
1746,S087901,Preston Drive,153,153,154,180,2,Residential,50 Km\hr,Not a Truck Route,Preston,Local,Promenade,S087901,No,City,1973,Dead End,,89.26466,,,,Yes,,,153,153,154,180,,44.6323314933581
1747,S061204,Hamilton Court,,,,,2,Residential,50 Km\hr,Not a Truck Route,Hamilton,Local,Cour,S061204,No,City,1973,Through Street,,29.19214,,,,,,,,,,,Y,14.5960720702407
1748,S061202,Hamilton Court,,,2,6,2,Residential,50 Km\hr,Not a Truck Route,Hamilton,Local,Cour,S061202,No,City,1973,Through Street,,170.4898,,,,,,,,,2,6,Y,85.2449213905953
1749,S060101,Bridgeview Court,,,4,28,2,Residential,50 Km\hr,Not a Truck Route,Bridgeview,Local,Cour,S060101,No,City,1958,Dead End,,456.1444,,,,,,,4,28,,,Y,228.072226435903
1750,S062303D,Riverside Drive,,,452,460,2,Major Arterial,50 Km\hr,Designated Truck Route,Riverside,No Restrictions,Promenade,S062303D,No,City,1973,,,93.29382,,By Pass,,No,Yes,,,,452,460,Y,46.6446991517705
1751,S078301,Friars Court,7,21,2,16,2,Residential,50 Km\hr,Not a Truck Route,Friars,Local,Cour,S078301,No,City,2008,Cul-de-sac,,95.40076,,,,Yes,,,7,21,2,16,Y,47.6977327308938
1752,S078203,Vanderbeck Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Vanderbeck,Local,Rue,S078203,No,City,2008,Not a through street,,201.9282,,,,Yes,,,,,,,Y,100.96409019333
1753,S033303,Chandler Drive,,,100,120,2,Residential,50 Km\hr,Not a Truck Route,Chandler,Local,Promenade,S033303,No,City,1976,Dead End,,167.3915,,,,Yes,,,100,120,,,Y,83.6957733609139
1754,S033301,Chandler Drive,9,35,,,2,Residential,50 Km\hr,Not a Truck Route,Chandler,Local,Promenade,S033301,No,City,1976,Through Street,,177.0817,,,,,,,,,9,35,Y,88.5408527449659
1755,S031805,Wetmore Road,199,225,178,232,2,Minor Collector,50 Km\hr,Not a Truck Route,Wetmore,Local,Chemin,S031805,No,City,1986,Through Street,,350.808,,,,No,,2,178,232,199,225,Y,175.388258527089
1756,S031804,Wetmore Road,151,151,154,170,2,Minor Collector,50 Km\hr,Not a Truck Route,Wetmore,Local,Chemin,S031804,No,City,1991,Through Street,,223.2702,,,,No,,2,154,170,151,151,Y,111.620269862036
1757,S038501,Tweedie Court,11,53,16,58,2,Residential,50 Km\hr,Not a Truck Route,Tweedie,Local,Cour,S038501,No,City,1987,Cul-de-sac,,376.0968,,,,Yes,,,16,58,11,53,Y,187.99887068968
1758,S037001,Pugsley Street,9,21,12,18,2,Residential,50 Km\hr,Not a Truck Route,Pugsley,Local,Rue,S037001,No,City,1986,Through Street,,166.4743,,,,Yes,,,12,18,9,21,Y,83.2302110484811
1759,S040401,Barrett Court,5,35,10,40,2,Residential,50 Km\hr,Not a Truck Route,Barrett,Local,Cour,S040401,No,City,1994,Cul-de-sac,,144.7502,,,,Yes,,,10,40,5,35,Y,72.3751060216691
1760,S040501,Carter Court,5,35,10,40,2,Residential,50 Km\hr,Not a Truck Route,Carter,Local,Cour,S040501,No,City,1994,Cul-de-sac,,142.4282,,,,Yes,,,10,40,5,35,Y,71.2141063444867
1761,S038801B,Baxter Street,5,35,18,24,2,Residential,50 Km\hr,Not a Truck Route,Baxter,Local,Rue,S038801B,No,City,1991,Through Street,,252.2066,,,,Yes,,,18,24,5,35,Y,126.103318623126
1762,S038902,Sutton Street,95,135,90,132,2,Residential,50 Km\hr,Not a Truck Route,Sutton,Local,Rue,S038901,No,City,1992,Through Street,,404.7144,,,,Yes,,,95,135,90,132,Y,202.33159610581
1763,S039001,Kimble Drive,,,150,150,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039001,No,City,1994,Through Street,,407.3629,,,,No,Yes,1,150,150,,,Y,203.671354235301
1764,S039003,Kimble Drive,225,243,230,238,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039003,No,City,1994,Through Street,,182.3462,,,,No,Yes,1,230,238,225,243,Y,91.1730791219551
1765,S040601,Trites Court,5,25,10,30,2,Residential,50 Km\hr,Not a Truck Route,Trites,Local,Cour,S040601,No,City,1994,Cul-de-sac,,101.2311,,,,Yes,,,10,30,5,25,Y,50.6155530006478
1766,S033501,Colebrook Court,9,59,12,56,2,Residential,50 Km\hr,Not a Truck Route,Colebrook,No Restrictions,Cour,S033501,No,City,1976,Not a through street,,186.0162,,,,Yes,,,12,56,9,59,Y,92.9870943704819
1767,S033002,Bliss Street,,,100,100,2,Residential,50 Km\hr,Not a Truck Route,Bliss ,Local,Rue,S033004,No,City,1973,Not a through street,,34.17105,,,,,,,100,100,,,Y,17.0831954545041
1768,S039002,Kimble Drive,195,215,190,210,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039002,No,City,1994,Through Street,,214.7343,,,,No,Yes,1,190,210,195,215,Y,107.351584498513
1769,S039004,Kimble Drive,257,297,260,302,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039004,No,City,1994,Through Street,,342.9868,,,,No,Yes,1,260,302,257,297,Y,171.485684929311
1770,S039005,Kimble Drive,321,349,318,340,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039005,No,City,1994,Through Street,,261.5608,,,,No,Yes,1,318,340,321,349,Y,130.77285084417
1771,S039006,Kimble Drive,353,395,358,390,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039006,No,City,1994,Through Street,,336.1783,,,,No,Yes,1,358,390,353,395,Y,168.074432051366
1772,S039007B,Kimble Drive,,,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039007B,No,City,1973,Through Street,,110.815,,,,No,Yes,1,,,,,Y,55.3964529765201
1773,S039008,Kimble Drive,459,615,440,500,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,Local,Promenade,S039008,No,City,1993,Through Street,,950.0344,,,,No,Yes,1,440,500,459,615,Y,474.994294595669
1774,OffRamp,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,OffRamp,No,DOT,1973,Through Street,,90.5342,,By Pass,,,Yes,,,,,,,90.5067937170432
1775,S016710,Forest Hill Road,1071,1071,1056,1072,2,Residential,50 Km\hr,Not a Truck Route,Forest Hill,Local,Chemin,S016710,No,City,1973,Cul-de-sac,,118.6396,,,,Yes,,,1056,1072,1071,1071,Y,59.3198234996435
1776,S040201,Jason Court,5,25,20,40,2,Residential,50 Km\hr,Not a Truck Route,Jason,Local,Cour,S040201,No,City,1994,Cul-de-sac,,121.7967,,,,Yes,,,20,40,5,25,Y,60.8983557615093
1777,S044801,Barbara Court,5,61,10,52,2,Residential,50 Km\hr,Not a Truck Route,Barbara,Local,Cour,S044801,No,City,1994,Cul-de-sac,,390.2157,,,,Yes,,,10,52,5,61,Y,195.107836254147
1778,S054003,James K. Flemming Circle,,,,,2,Residential,50 Km\hr,Not a Truck Route,James K. Flemming,Local,Cercle,S054003,No,Private,1973,Not a through street,,578.8277,,,,,,,,,,,Y,289.413497630081
1779,S054101,John Douglas Drive,,,160,160,2,Residential,50 Km\hr,Not a Truck Route,John Douglas,Local,Promenade,S054101,No,Private,1973,Not a through street,,887.2301,,,,,,,,,160,160,Y,443.568244062574
1780,S042115,Vanier Highway,,,,,2,Freeway,90 Km\hr,Designated Truck Route,Vanier West,No Restrictions,Route,S042115,Yes - West,DOT,1973,Through Street,,1292.385,,By Pass,,No,Yes,,,,,,Y,646.177596078661
1781,S039017,Kimble Drive,,,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Kimble,No Restrictions,Promenade,S039014,No,City,1973,,,81.63145,,By Pass,Year Round,No,Yes,1,,,,,Y,38.0650005990399
1782,OffRamp,,,,,,1,,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,OffRamp,No,DOT,1973,Through Street,,256.4976,,,,,,,,,,,,256.454542726032
1783,S042111,Vanier Highway,,,,,2,Freeway,90 Km\hr,Designated Truck Route,Vanier West,No Restrictions,Route,S042111,Yes - West,DOT,1973,Through Street,,1016.26,,By Pass,,No,Yes,,,,,,Y,508.130116616445
1784,OnRamp,,,,,,1,,50 Km\hr,Designated Truck Route,,No Restrictions,,OnRamp,No,DOT,1973,Through Street,,232.769,,,,,,,,,,,,232.737586188071
1785,S042113,Vanier Highway,,,,,2,Freeway,90 Km\hr,Designated Truck Route,Vanier West,No Restrictions,Route,S042113,Yes - West,DOT,1973,Through Street,,208.8321,,By Pass,,No,Yes,,,,,,Y,104.416050520093
1786,Ramp,,,,,,2,Residential,50 Km\hr,Designated Truck Route,,No Restrictions,,Ramp,No,DOT,1973,Through Street,,128.8578,,By Pass,,,,,,,,,,64.428832452466
1787,Ramp,,,,,,2,Residential,50 Km\hr,Designated Truck Route,,No Restrictions,,Ramp,No,DOT,1973,Through Street,,462.5029,,,,,,,,,,,,231.249677940479
1788,S042114,Vanier Highway,,,,,2,Freeway,90 Km\hr,Designated Truck Route,Vanier East,No Restrictions,Route,S042114,Yes - East,DOT,1973,Through Street,,1298.54,,By Pass,,No,Yes,,,,,,Y,649.253728091864
1789,OnRamp,,,,,,1,,50 Km\hr,Designated Truck Route,,90% - DOT,,OnRamp,No,DOT,1973,Through Street,,416.0873,,By Pass,,,,,,,,,,416.00678669349
1790,OffRamp,,,,,,1,,50 Km\hr,Designated Truck Route,,Local,,OffRamp,No,DOT,1973,Through Street,,479.0219,,By Pass,,,,,,,,,,478.995184170019
1791,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,80% - DOT,,Turnlane,No,DOT,1973,Through Street,,158.2128,,,,,,,,,,,,155.882579588696
1792,S042101,Vanier Highway,,,,,4,Freeway,90 Km\hr,Designated Truck Route,Vanier,No Restrictions,Route,S042101,No,DOT,1973,Through Street,,70.49666,,By Pass,,No,,,,,,,Y,17.6241643572576
1793,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,229.5019,,,,,,,,,,,,229.474250129901
1794,S029401A,Wilsey Road,,,,,2,Major Collector,50 Km\hr,Designated Truck Route,Wilsey,60% - City Bylaw,Chemin,S029401A,No,City,1973,Through Street,,94.05251,,,,No,Yes,1,,,,,Y,47.0262517137743
1795,S020601B,Lincoln Road,399,399,424,424,2,Major Arterial,70 Km\hr,Designated Truck Route,Lincoln,80% - DOT,Chemin,S020601B,No,City,1973,Through Street,,123.5414,,Designated,Year Round,No,Yes,1,399,399,424,424,Y,61.7706809895046
1796,S021402,Arbour Brook Lane,135,155,106,166,2,Residential,50 Km\hr,Not a Truck Route,Arbour Brook,Local,Allée,S021404,No,Private,2005,Not a through street,,271.5595,,,,,,,135,155,106,166,Y,135.73632211408
1798,S038402,Biggs Street,185,185,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Biggs,Local,Rue,S038402,No,City,1990,Through Street,,101.9692,,,,No,,2,185,185,,,Y,50.9780870254735
1799,S015403,Dunns Crossing Road,155,321,156,330,2,Residential,50 Km\hr,Not a Truck Route,Dunns Crossing,Local,Chemin,S015403,No,City,1962,Dead End,,1035.977,,,,Yes,,,155,321,156,330,Y,517.98049085377
1800,S024505,Priestman Street,517,527,504,526,2,Minor Collector,50 Km\hr,Not a Truck Route,Priestman,Local,Rue,S024505,No,City,1970,Through Street,,288.1707,,,,No,Yes,2,517,527,504,526,Y,144.085356102832
