OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
122,S022603,MacLaren Avenue,623,639,626,644,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022603,No,City,1955,Through Street,,226.8817,,,,No,Yes,2,623,639,626,644,Y,113.440858324921
123,S022604,MacLaren Avenue,,,648,668,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022604,No,City,1955,Through Street,,246.0194,,,,No,Yes,2,,,648,668,Y,123.009692091949
124,S022605,MacLaren Avenue,,,672,686,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022605,No,City,1955,Through Street,,335.3636,,,,No,Yes,2,,,672,686,Y,167.681825178505
125,S022606,MacLaren Avenue,713,723,,,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022606,No,City,1955,Through Street,,186.0307,,,,No,Yes,2,713,723,,,Y,93.0153352346002
126,S022607,MacLaren Avenue,731,767,732,758,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022607,No,City,1953,Through Street,,624.9892,,,,No,Yes,2,731,767,732,758,Y,312.494596127565
127,S023002,Neill Street,,,190,288,2,Residential,50 Km\hr,Not a Truck Route,Neill,Local,Rue,S023002,No,City,1955,Through Street,,561.6169,,,,Yes,,,,,190,288,Y,280.808464575557
128,S011203,Gulliver Drive,95,95,92,108,2,Residential,50 Km\hr,Not a Truck Route,Gulliver,Local,Promenade,S011203,No,City,1970,Through Street,,192.4889,,,,Yes,,,95,95,92,108,Y,96.237179327376
129,S011204,Gulliver Drive,133,193,126,190,2,Residential,50 Km\hr,Not a Truck Route,Gulliver,Local,Promenade,S011204,No,City,1978,Through Street,,394.2297,,,,Yes,,,133,193,126,190,Y,197.106646407826
130,S026305,Sewell Street,433,533,422,522,2,Residential,50 Km\hr,Not a Truck Route,Sewell,Local,Rue,S026305,No,City,1981,Through Street,,728.9893,,,,No,,,433,533,422,522,Y,364.425234421131
131,S032301,Weyman Street,9,17,10,18,2,Residential,50 Km\hr,Not a Truck Route,Weyman,Local,Rue,S032301,No,City,1976,Through Street,,168.7269,,,,Yes,,,9,17,10,18,Y,84.3634485698396
132,S034101,Lawson Court,5,65,6,66,2,Residential,50 Km\hr,Not a Truck Route,Lawson,Local,Cour,S034101,No,City,1981,Cul-de-sac,,333.7817,,,,Yes,,,6,66,5,65,Y,166.857168535896
133,S031102,Ashfield Street,73,127,76,126,2,Residential,50 Km\hr,Not a Truck Route,Ashfield,Local,Rue,S031102,No,City,1973,Through Street,,418.3384,,,,No,,2,73,127,76,126,Y,209.162197688678
134,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,50.3782,,,,,,,,,,,Y,50.3559590610305
135,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,105.624,,,,,,,,,,,,105.595569422435
136,S021902,Medley Street,225,245,224,248,2,Residential,50 Km\hr,Not a Truck Route,Medley,Local,Rue,S021902,No,City,1953,Through Street,,220.0031,,,,Yes,,,225,245,224,248,Y,110.001542767233
137,S021903,Medley Street,259,279,254,286,2,Residential,50 Km\hr,Not a Truck Route,Medley,Local,Rue,S021903,No,City,1953,Through Street,,232.9697,,,,Yes,,,259,279,254,286,Y,116.484842944824
138,S022608,MacLaren Avenue,771,777,772,778,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022608,No,City,1955,Through Street,,287.3088,,,,No,Yes,2,771,777,772,778,Y,143.642558380198
139,S022609,MacLaren Avenue,781,799,780,798,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022609,No,City,1955,Through Street,,209.7957,,,,No,Yes,2,781,799,780,798,Y,104.897846486704
140,S014801,Dayton Court,307,307,304,314,2,Residential,50 Km\hr,Not a Truck Route,Dayton,Local,Cour,S014801,No,City,1962,Cul-de-sac,,187.4046,,,,Yes,,,307,307,304,314,Y,93.7023068552266
141,S026304,Sewell Street,371,401,360,414,2,Residential,50 Km\hr,Not a Truck Route,Sewell,Local,Rue,S026304,No,City,1984,Through Street,,308.5334,,,,No,,,371,401,360,414,Y,154.266719769519
142,S026303,Sewell Street,319,349,308,354,2,Residential,50 Km\hr,Not a Truck Route,Sewell,Local,Rue,S026303,No,City,1984,Through Street,,392.4796,,,,No,,,319,349,308,354,Y,196.239827071116
143,S026302,Sewell Street,245,273,254,280,2,Residential,50 Km\hr,Not a Truck Route,Sewell,Local,Rue,S026302,No,City,1958,Through Street,,358.6763,,,,Yes,,,245,273,254,280,Y,179.338158816469
144,S026301,Sewell Street,,,228,238,2,Residential,50 Km\hr,Not a Truck Route,Sewell,Local,Rue,S026301,No,City,1958,Dead End,,201.5076,,,,Yes,,,,,228,238,Y,100.753820713696
145,S015002,Dobie Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Dobie,Local,Rue,S015002,No,City,1955,Through Street,,181.8459,,,,Yes,,,,,,,Y,90.9229355793751
146,S013902,Clark Street,287,293,288,288,2,Residential,50 Km\hr,Not a Truck Route,Clark ,Local,Rue,S013902,No,City,1959,Through Street,,197.4695,,,,,,,287,293,288,288,Y,98.7347657372046
147,S025904A,Saint Mary's Street,203,227,230,230,2,Major Arterial,50 Km\hr,Designated Truck Route,Saint Mary's,No Restrictions,Rue,S025904A,No,City,1973,Through Street,,200.3854,,Designated,Year Round,No,Yes,1,203,227,230,230,Y,100.192680708956
148,S022610A,MacLaren Avenue,805,807,,,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022610A,No,City,1973,Through Street,,92.71775,,,,No,Yes,2,805,807,,,Y,46.3588734700276
149,S019002,Hughes Street,,,294,302,2,Residential,50 Km\hr,Not a Truck Route,Hughes,Local,Rue,S019002,No,City,1961,Through Street,,201.6648,,,,Yes,,,,,294,302,Y,100.832417746165
150,S022602,MacLaren Avenue,537,603,542,614,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022602,No,City,1955,Through Street,,591.5901,,,,No,Yes,2,537,603,542,614,Y,295.788635960314
151,S085302,Legion Drive,107,107,108,122,2,Residential,50 Km\hr,Not a Truck Route,Legion,Local,Promenade,S085302,No,City,1979,Through Street,,175.0899,,,,Yes,,,107,107,108,122,,87.5449271532832
152,S085301,Legion Drive,101,105,100,106,2,Residential,50 Km\hr,Not a Truck Route,Legion,Local,Promenade,S085301,No,City,1979,Dead End,,140.0128,,,,Yes,,,101,105,100,106,,70.0064220846518
153,S080702,Bloor Street,111,111,108,114,2,Residential,50 Km\hr,Not a Truck Route,Bloor,Local,Rue,S080702,No,City,1979,Through Street,,225.4534,,,,Yes,,,108,114,111,111,,112.726716662842
154,S080701,Bloor Street,101,103,102,106,2,Residential,50 Km\hr,Not a Truck Route,Bloor,Local,Rue,S080701,No,City,1973,Through Street,,164.3009,,,,Yes,,,102,106,101,103,,82.1504769854498
155,S089502,Wallace Avenue,149,161,150,158,2,Residential,50 Km\hr,Not a Truck Route,Wallace,Local,Avenue,S089502,No,City,1976,Through Street,,300.6303,,,,No,,2,149,161,150,158,,150.315175296827
156,S088105,Pugh Street,505,505,500,500,2,Residential,50 Km\hr,Not a Truck Route,Pugh,Local,Rue,S088105,No,City,1979,Through Street,,187.9159,,,,Yes,,,500,500,505,505,,93.9526970023102
157,S017002B,Gibson Street,115,123,120,120,2,Minor Arterial,50 Km\hr,Not a Truck Route,Gibson,60% - City Bylaw,Rue,S017002B,No,City,1973,Through Street,,134.5726,,,,No,Yes,1,115,123,120,120,Y,67.2863213071272
158,S028316A,Union Street,,,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Union,No Restrictions,Rue,S028316A,No,City,1973,Through Street,,117.0033,,Designated,Year Round,No,Yes,1,,,,,Y,58.5016737469426
159,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,125.831,,,,,,,,,,,,125.799059196764
160,S036704,Maliseet Drive,585,625,580,620,2,Residential,50 Km\hr,Not a Truck Route,Maliseet,Local,Promenade,S036704,No,Private,1990,Through Street,,231.7764,,,,,,,585,625,580,620,,115.888220381407
161,S045205,Gabriel Street,315,327,290,330,2,Residential,50 Km\hr,Not a Truck Route,Gabriel ,Local,Rue,S045204,No,Private,1995,Dead End,,284.1319,,,,,,,315,327,290,330,,142.065934812146
162,S045204,Gabriel Street,,,240,280,2,Residential,50 Km\hr,Not a Truck Route,Gabriel ,Local,Rue,S045203,No,Private,1995,Not a through street,,200.2726,,,,,,,,,240,280,,100.136309098228
163,S045301,Sacobie Court,5,55,10,50,2,Residential,50 Km\hr,Not a Truck Route,Sacobie,Local,Cour,S045301,No,Private,1993,Cul-de-sac,,184.3532,,,,,,,5,55,10,50,,92.1765978558731
164,S046201,Barlow Court,5,55,10,50,2,Residential,50 Km\hr,Not a Truck Route,Barlow,Local,Cour,S046201,No,Private,1995,Cul-de-sac,,179.4108,,,,,,,5,55,10,50,,89.7053816703817
165,S041203,Bear Drive,75,85,80,90,2,Residential,50 Km\hr,Not a Truck Route,Bear,Local,Promenade,S041203,No,Private,2005,Through Street,,997.7061,,,,,,,75,85,80,90,,498.802363577365
166,S036703,Maliseet Drive,535,575,550,550,2,Residential,50 Km\hr,Not a Truck Route,Maliseet,Local,Promenade,S036703,No,Private,1973,Through Street,,215.1753,,,,,,,535,575,550,550,,107.587667200989
167,S040101,Polchies Court,5,55,10,50,2,Residential,50 Km\hr,Not a Truck Route,Polchies ,Local,Cour,S040101,No,Private,1987,Cul-de-sac,,172.5389,,,,,,,5,55,10,50,,86.269443891326
168,S041101,Brooks Court,5,55,10,50,2,Residential,50 Km\hr,Not a Truck Route,Brooks,Local,Cour,S041101,No,Private,1990,Cul-de-sac,,169.9373,,,,,,,10,50,5,55,,84.9686700014186
169,S041202,Bear Drive,35,65,30,60,2,Residential,50 Km\hr,Not a Truck Route,Bear,Local,Promenade,S041202,No,Private,1973,Through Street,,188.2844,,,,,,,35,65,30,60,,94.142221514345
170,S018802,Highland Avenue,475,475,480,480,2,Residential,50 Km\hr,Not a Truck Route,Highland,Local,Avenue,S018802,No,City,1981,Through Street,,934.0309,,,,No,,,475,475,480,480,,467.015467792328
171,S042401,Pipe Line Road,,,,,2,Residential,50 Km\hr,Not a Truck Route,Pipe Line,Local,Chemin,S042401,No,Private,1973,Through Street,,322.8007,,,,,,,,,,,,161.40032887916
172,S095001,Columbus Court,5,21,8,24,2,Residential,50 Km\hr,Not a Truck Route,Columbus,Local,Cour,S095001,No,City,1993,Cul-de-sac,,83.02441,,,,Yes,,,5,21,8,24,,41.5122074754135
173,S081013,Brookside Drive,543,649,600,632,2,Major Collector,50 Km\hr,Designated Truck Route,Brookside,60% - City Bylaw,Promenade,S081013,No,City,1966,Through Street,,713.3836,,,,No,Yes,1,543,649,600,632,Y,356.691796487245
174,S081012,Brookside Drive,523,527,,,2,Major Collector,50 Km\hr,Designated Truck Route,Brookside,60% - City Bylaw,Promenade,S081012,No,City,1966,Through Street,,210.0614,,,,No,Yes,1,523,527,,,Y,105.030707970629
175,S081010,Brookside Drive,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,Brookside,60% - City Bylaw,Promenade,S081010,No,City,1973,Through Street,,202.8645,,By Pass,Winter,No,Yes,1,,,,,Y,101.432249625377
176,S083809,Fulton Avenue,425,451,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Fulton,Local,Avenue,S083809,No,City,1991,Through Street,,299.6312,,,,No,Yes,2,425,451,,,,149.81557780129
177,S093302,Rosemere Drive,,,,,2,Residential,50 Km\hr,Not a Truck Route,Rosemere,Local,Promenade,S093302,No,City,1993,Through Street,,174.6257,,,,Yes,,,,,,,,87.3128317431127
178,S093301,Rosemere Drive,35,35,,,2,Residential,50 Km\hr,Not a Truck Route,Rosemere,Local,Promenade,S093301,No,City,1993,Through Street,,210.5069,,,,Yes,,,35,35,,,,105.253468609412
179,S091804,Carrington Lane,217,227,206,224,2,Residential,50 Km\hr,Not a Truck Route,Carrington ,Local,Allée,S091804,No,City,1991,Through Street,,181.2282,,,,Yes,,,206,224,217,227,,90.614118276794
180,S091802,Carrington Lane,79,161,84,158,2,Residential,50 Km\hr,Not a Truck Route,Carrington ,Local,Allée,S091802,No,City,1991,Through Street,,498.1144,,,,Yes,,,84,158,87,161,,249.057187840078
181,S091801,Carrington Lane,9,73,14,70,2,Residential,50 Km\hr,Not a Truck Route,Carrington,Local,Allée,S091801,No,City,1991,Through Street,,424.1688,,,,Yes,,,14,70,9,73,,212.084409214653
182,S014701,Killarney Crescent,,,66,106,2,Residential,50 Km\hr,Not a Truck Route,Killarney,Local,Croissant,S014701,No,City,1973,Through Street,,726.9055,,,,Yes,,,,,66,106,Y,363.452739957819
183,,,,,,,2,Residential,50 Km\hr,Not a Truck Route,,Local,,,No,City,1973,Through Street,,1935.756,,,,,,,,,,,,967.728349908113
184,S083808,Fulton Avenue,321,341,306,350,2,Minor Collector,50 Km\hr,Not a Truck Route,Fulton,Local,Avenue,S083808,No,City,1987,Through Street,,92.68967,,,,No,Yes,2,321,341,306,350,,46.3448377835451
185,S092102,Lexington Lane,81,125,86,130,2,Residential,50 Km\hr,Not a Truck Route,Lexington,Local,Allée,S092102,No,City,1993,Through Street,,338.1567,,,,Yes,,,81,125,86,130,,169.072101762479
186,S092101,Lexington Lane,11,71,8,68,2,Residential,50 Km\hr,Not a Truck Route,Lexington,Local,Allée,S092101,No,City,1993,Through Street,,464.0916,,,,Yes,,,11,71,8,68,,232.038294884664
187,S091701,Thorburn Court,5,35,10,40,2,Residential,50 Km\hr,Not a Truck Route,Thorburn,Local,Cour,S091701,No,City,1991,Cul-de-sac,,171.2198,,,,Yes,,,10,30,15,40,,85.5802066814176
188,S091803,Carrington Lane,177,193,166,198,2,Residential,50 Km\hr,Not a Truck Route,Carrington ,Local,Allée,S091803,No,City,1991,Through Street,,212.7267,,,,Yes,,,166,198,177,193,,106.360375755367
189,S091601,Staples Court,15,83,20,88,2,Residential,50 Km\hr,Not a Truck Route,Staples,Local,Cour,S091601,No,City,1990,Cul-de-sac,,388.4813,,,,Yes,,,20,88,15,83,,194.217344473289
190,S088801,Sierra Drive,7,61,4,58,2,Residential,50 Km\hr,Not a Truck Route,Sierra,Local,Promenade,S088801,No,City,1987,Through Street,,390.7361,,,,Yes,,,7,61,4,58,,195.36803157043
191,S091301,Estey Lane,21,99,8,96,2,Residential,50 Km\hr,Not a Truck Route,Estey,Local,Allée,S091301,No,City,1990,Through Street,,612.8548,,,,Yes,,,8,96,21,99,,306.410173627774
192,S091503,Wiggins Drive,95,173,92,176,2,Residential,50 Km\hr,Not a Truck Route,Wiggins,Local,Promenade,S091503,No,City,1990,Cul-de-sac,,426.2296,,,,Yes,,,95,173,92,176,,213.078961099061
193,S082506,Douglas Avenue,335,637,332,662,2,Minor Collector,50 Km\hr,Not a Truck Route,Douglas,Local,Avenue,S082506,No,City,1993,Through Street,,1282.066,,,,No,,2,335,637,332,662,,641.020164729661
194,S082505,Douglas Avenue,293,323,290,326,2,Minor Collector,50 Km\hr,Not a Truck Route,Douglas,Local,Avenue,S082505,No,City,1973,Through Street,,336.6893,,,,No,,2,293,323,290,326,,168.34466065033
195,S091502,Wiggins Drive,57,73,40,76,2,Residential,50 Km\hr,Not a Truck Route,Wiggins ,Local,Promenade,S091502,No,City,1990,Through Street,,261.6412,,,,Yes,,,57,73,40,76,,130.820590529895
196,S091402,Evans Street,119,135,130,130,2,Residential,50 Km\hr,Not a Truck Route,Evans,Local,Rue,S091402,No,City,1993,Through Street,,192.34,,,,Yes,,,130,130,119,135,,96.1699737032855
197,S091401,Evans Street,15,95,10,90,2,Residential,50 Km\hr,Not a Truck Route,Evans,Local,Rue,S091401,No,City,1990,Through Street,,555.5795,,,,Yes,,,10,90,15,95,,277.789739495729
198,S071002,Daulphin Drive,3,15,8,16,2,Residential,50 Km\hr,Not a Truck Route,Daulphin,Local,Promenade,S071002,No,City,1975,Dead End,,282.0614,,,,Yes,,,3,15,8,16,Y,141.026622352941
199,S075804,Mason Avenue,193,193,190,190,2,Residential,50 Km\hr,Not a Truck Route,Mason,Local,Avenue,S075804,No,City,1994,Dead End,,71.17505,,,,Yes,,,193,193,190,190,Y,35.5875239760887
200,S070703,Cowperthwaite Street,95,101,98,98,2,Residential,50 Km\hr,Not a Truck Route,Cowperthwaite,Local,Rue,S070703,No,City,1994,Not a through street,,164.1824,,,,Yes,,,98,98,95,101,Y,82.0912053337051
201,S070701,Cowperthwaite Street,5,5,4,4,2,Residential,50 Km\hr,Not a Truck Route,Cowperthwaite ,Local,Rue,S070701,No,City,1975,Through Street,,175.4167,,,,Yes,,,4,4,5,5,Y,87.7083670924569
202,S076001,Leverman Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Leverman,Local,Rue,S076001,No,City,1973,Dead End,,317.21,,,,Yes,,,,,,,Y,158.604987547179
203,S075701,Agnew Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Agnew ,No Restrictions,Rue,S075701,No,City,1989,Dead End,,230.587,,,,Yes,,,,,,,Y,115.28612639042
204,S073803,Veterans Court,31,47,,,2,Residential,50 Km\hr,Not a Truck Route,Veterans,Local,Cour,S073803,No,City,1996,Not a through street,,342.8044,,,,Yes,,,31,47,,,Y,171.402174182249
205,S073802,Veterans Court,17,29,,,2,Residential,50 Km\hr,Not a Truck Route,Veterans,Local,Cour,S073802,No,City,1973,Cul-de-sac,,82.28813,,,,Yes,,,17,29,,,Y,41.14406665945
206,S073801,Veterans Court,3,13,6,16,2,Residential,50 Km\hr,Not a Truck Route,Veterans,Local,Cour,S073801,No,City,1996,Not a through street,,235.6529,,,,Yes,,,3,13,6,16,Y,117.82645793527
207,S075202,Foster Street,,,128,138,2,Residential,50 Km\hr,Not a Truck Route,Foster,Local,Rue,S075202,No,City,1975,Dead End,,76.80884,,,,,,,,,128,138,Y,38.4044197447343
208,S075201,Foster Street,9,69,16,118,2,Residential,50 Km\hr,Not a Truck Route,Foster,Local,Rue,S075201,No,City,1984,Through Street,,501.9264,,,,Yes,,,9,69,16,118,Y,250.933856221304
209,S091403,Evans Street,143,175,154,180,2,Residential,50 Km\hr,Not a Truck Route,Evans,Local,Rue,S091403,No,City,1993,Through Street,,252.6628,,,,Yes,,,154,180,143,175,,126.321367812663
210,S076802,Granada Avenue,67,81,66,90,2,Residential,50 Km\hr,Not a Truck Route,Granada,Local,Avenue,S076802,No,City,1994,Dead End,,219.2886,,,,Yes,,,67,81,66,90,Y,109.618212168238
211,S072101,Manzer Street,7,11,,,2,Residential,50 Km\hr,Not a Truck Route,Manzer,Local,Rue,S072101,No,City,1975,Not a through street,,170.5577,,,,Yes,,,7,11,,,Y,85.2727778166325
212,S074602,Miller Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Miller,Local,Rue,S074602,No,City,1973,Through Street,,173.6473,,,,Yes,,,,,,,Y,86.8236451651908
213,S074601,Miller Street,29,29,,,2,Residential,50 Km\hr,Not a Truck Route,Miller,Local,Rue,S074601,No,City,1984,Through Street,,170.4926,,,,Yes,,,29,29,,,Y,85.2463264164037
214,S062315,Riverside Drive,907,1139,900,1010,2,Major Arterial,80 Km\hr,Designated Truck Route,Riverside,No Restrictions,Promenade,S062315,No,DOT,1973,Through Street,,1746.163,,Designated,,No,Yes,,907,1139,900,1010,Y,873.081310237159
215,S061203,Hamilton Court,,,8,16,2,Residential,50 Km\hr,Not a Truck Route,Hamilton,Local,Cour,S061203,No,City,1973,Dead End,,252.321,,,,,,,,,8,16,Y,126.160489194194
216,S076301,Chase Street,3,3,2,20,2,Residential,50 Km\hr,Not a Truck Route,Chase,Local,Rue,S076301,No,City,2001,Dead End,,292.9416,,,,,,,3,3,2,20,Y,146.470790176057
217,S061010,Greenwood Drive,295,303,300,302,2,Residential,50 Km\hr,Designated Truck Route,Greenwood,No Restrictions,Promenade,S061010,No,City,1973,Through Street,,212.1206,,Designated,Year Round,No,Yes,1,295,303,300,302,Y,106.060305281891
218,S070215,Canada Street,611,615,616,620,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,No Restrictions,Rue,S070215,No,City,1993,Through Street,,150.9916,8,,,No,Yes,1,611,615,616,620,Y,75.4958166103196
219,S070213,Canada Street,441,595,440,598,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,No Restrictions,Rue,S070213,No,City,1991,Through Street,,2451.564,8,,,No,Yes,1,441,595,440,598,Y,1225.7740497508
220,S070212,Canada Street,415,437,412,432,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,No Restrictions,Rue,S070212,No,City,1991,Through Street,,396.3009,8,,,No,Yes,1,415,437,412,432,Y,198.150452904819
221,S070501,Cochrane Street,,,2,26,2,Residential,50 Km\hr,Not a Truck Route,Cochrane,Local,Rue,S070501,No,City,1973,Dead End,,231.9049,,,,Yes,,,,,2,26,Y,115.952433545482
222,S072302,Marysville Street,11,15,6,14,2,Residential,50 Km\hr,Not a Truck Route,Marysville ,Local,Rue,S072302,No,City,1973,Dead End,,200.2816,,,,Yes,,,11,15,6,14,Y,100.140818743029
223,S072301,Marysville Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Marysville,Local,Rue,S072301,No,City,1918,Dead End,,123.9436,,,,Yes,,,,,,,Y,61.9717845083981
224,S062303G,Riverside Drive,,,,,1,Major Arterial,50 Km\hr,Designated Truck Route,Riverside,No Restrictions,Promenade,S062303G,Yes - West,DOT,1973,Through Street,,19.7824,,By Pass,,No,Yes,,,,,,Y,19.7818846913292
225,S070211,Canada Street,397,413,396,410,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,No Restrictions,Rue,S070211,No,City,1990,Through Street,,298.0396,8,,,No,Yes,1,397,413,396,410,Y,149.009751720489
226,S070210,Canada Street,381,391,380,390,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,No Restrictions,Rue,S070210,No,City,1990,Through Street,,350.56,8,,,No,Yes,1,381,391,380,390,Y,175.274462558588
227,S072602,Morrison Street,29,47,30,60,2,Residential,50 Km\hr,Not a Truck Route,Morrison,Local,Rue,S072602,No,City,1954,Dead End,,357.5937,,,,Yes,,,29,47,30,60,Y,178.796840659802
228,S072401,Mill Street,3,41,,,2,Residential,50 Km\hr,Not a Truck Route,Mill ,Local,Rue,S072401,No,City,1954,Dead End,,418.8542,,,,Yes,,,3,41,,,Y,209.427096452602
229,S071103,Downing Street,71,71,,,2,Residential,50 Km\hr,Not a Truck Route,Downing,Local,Rue,S071103,No,City,1995,Cul-de-sac,,151.3382,,,,,,,71,71,,,Y,75.6690855551675
